,Tweets,Level 1,Level 2
4705,Bohat bohat Shukriya for uploading AAP Sab kuch bohat detail mey batate hain,emotion,Happy
4704,Thank you for details you are great... Allah AP ko sahat Dy ameen or AP asay hi humary liye information latay rahay..... your channel is great,emotion,Happy
4703,Bohat achi video bnate ho yaar ap keep it up,emotion,Happy
4702,Nice video kya baat Bole Kisi Ko Maloom Ho Ya Na Ho Allah Hoo aur Allah Ke Rasool ko Maloom Hai La Ilaha Illallah Muhammad rasulullah,emotion,Happy
4701,Ap ki videos bht achi hoti hein I like your videos,emotion,Happy
4700,Bro aap ka chnnel best he I am always impatiently waiting for new video,emotion,Happy
4699,"Sir aapke videos bahut ache aur genuine hote hai,love from India.bahut interesting videos hote hai aur aapke bolne ka tareeka bahud lajawaab hai.keep doing the great work, May Allah bless you always. Thank you for your awesome videos.one like from me.",emotion,Happy
4698,You are great sir me ap ka nam janna chahun ga,emotion,Happy
4697,Of allah hamein allah ka shukkar karna chahye meri friends kashaf sarooj ko mein ne kaha ye video dekho nahi deikhtein ab mein write kr k le ke jaoon gi mein ne ap ke channel ko subscribe kia hai great videos,emotion,Happy
4696,har shehr k nam k pichay koi na koi kahani hoti hai. in stories pe bhi aik video bnaen. nice videos.,emotion,Happy
4695,yOur Videos are Always Best ..and.. When i saw that movie in .. din... Mai.. sadmay mein rha... Anyway.. Awsome..documentry and Allaw movie,emotion,Happy
4694,I Love u Bhai Aap ki Vedos Bhoot Achi hoti h Gud Work,emotion,Happy
4693,Mashallah.interesting vedio.Allah ka azab is pr nazil howa hai.Allah ka azab jb aata hai to choti si chunti kafi hai hathi ko mardainay kalia .,emotion,Happy
4692,Allah Pak ko barey bol nahi pasand or iss jahaz ko Bashar k barey bol nay he dubo diya Good information,emotion,Happy
4691,Zabardast bache keep it up,emotion,Happy
4690,V nice information bro But khuda se koi mokabla nhi karsakta,emotion,Happy
4689,Nice job but aap yeh batana bhool gaye ke aus ke captain ne aalah ko challenge kya nha ke wo bhe yeh jahaz nahi duba sakta allah ne bhe ause jaga par wo baraf ka pahar lagaya AUSTAGFIRLLAH,emotion,Happy
4688,Owsm video zabardast information bro,emotion,Happy
4687,Amazing yaar bht informative video thi as always apki videos sy bht new new batain pata chalti hain .... stay blessed,emotion,Happy
4686,Nice info But ghror ka Sar necha hota h waqae sunny m yh b aya tha k isy ALLAH N NHI DABO SAKTA but ALLAH Is great pawor,emotion,Happy
4685,Bro aap ki waja se hame bohat maloomat haasil hoti hai .....jazak allah Bro can you plz make a video on hyderabad in india,emotion,Happy
4684,very intresting story and very inteligent boy in this video afsos to ha ka pahli hi bar ma dob gya aur apna safar bi pura na kar saka,emotion,Happy
4683,Nice information hamain yeh SB nhi pata tha Allah ap ko qamiyab kary Ameen,emotion,Happy
4682,Titanic angrazo ka gurror ki wajha se duba kiun keh unhon nen kaha kah ye jahaz dub nahi sakta yahan tak kay ye bhi kah dia kah isey khuda bhi nai duba sakta if you agree so like my comment,emotion,Happy
4681,Very nice video your video is always good i am your subscriber since long time ago bhai mujhe jitna lagta hai ye un logo ke guroor ke wajah se hua.kyo ke guroor ka sir hameesha nicha hota hai.un logo ne ye kaha tha ke isse koi kuch nahi kar sakta NAOZOBILLAH khuda bhi nahi. To mujhe lagta hai ke yahi wajah hai Titanic ke dhoob ne ki..,emotion,Happy
4680,very interesting channel.. Aur apki awaz bht achi hy Mashallah se..,emotion,Happy
4679,Bhai maine aap ke kuch videos dekhe i like your work good keep it up,emotion,Happy
4678,Bhai aala your videos are beautiful ab ek qna video bhi rakh lo,emotion,Happy
4677,best forever..............me hamesha wait krti hoon ap ki videos ka,emotion,Happy
4676,Thank you sir me kab se is video ka intezar kar rahi thi,emotion,Happy
4675,Asalam.o.alikum Ap kay chanel say mary knowladge m both ezafa hua ha .mari ap say request ha ap anamious hackers pr ak video bny full detail mein ho wo . Thanks God bless u,emotion,Happy
4674,Reality sir kya bat hai ap ki. Very good information,emotion,Happy
4673,I really love you ur videos... Mai aapki aWaaz ki fan hogai Hun...,emotion,Happy
4672,thank you mujhe aap ki videos bohat bohat pasand hain,emotion,Happy
4671,wo university kahan hai ye be bata dety na yaar. addha kam mat kiya karo janab.anyway Allah be with you.,emotion,Happy
4670,Bhoot bhoot ache hai ye vedio bhoot ache aisa b aur vedios banawo bhoot ache hai vedio and thanks to reality tv,emotion,Happy
4669,U r great.. Bht sara knowledge milta h apki video dekh ke,emotion,Happy
4668,lovely video and awesome information .... yaar ek sawal man me ata hai ye st picture of camera ki picture ziada ter informative videos me mojud hota hai but my question is that pehli picture ki pehli picture kisne li thi or kis ches se jo hum bari asani se apni videos me dal dete hain ...is per bhi ek video banayega pls (love you reality tv),emotion,Happy
4667,Jis ne math ijad kia ma us sa bohot kush hon q ka math is my favourite subject,emotion,Happy
4666,Assalamualaikum aap ka channel bohat acha ha Muslims are the best,emotion,Happy
4665,Ap ki videos but informative huti hai or Mai ap ki sari videos dehkti hun Actually you are doing well So keep it up We will support you,emotion,Happy
4664,Excellent keep it up aap ki wajah se mein bohat kuch seek gaya,emotion,Happy
4663,yar Bhai app ki videos bht ashi hain l love your all videos,emotion,Happy
4662,Ap Kab Apne Bare Me Video bnae gy ?? ap k bolne ka Andazz Bohat Shaista hai Aur sath me ap ki Voice Bohat Zabrdst hai. Ppl want to know Abt Uu ..,emotion,Happy
4661,Nice video bro plzzzzzzzzzzzzzz wo Kya hai par video banany plzzzzzzzzzzzzzz i am waiting,emotion,Happy
4660,Yaar aap ko kisi news channel mein news caster hona chahye ur voice is too good Allah aapko khush rakhe,emotion,Happy
4659,"Informative video thanks sir.ek video DNA test k baare mai bhi bana de,DNA Kya hai aur kaisay kaam karta hai ??...must reply me Sir..thank you .",emotion,Happy
4658,last words ap ka page bht bht acha ha,emotion,Happy
4657,Very nice video Allah ap ko kamuabi de,emotion,Happy
4656,mahnat kabhi raye gah nhi jatyy......inspiring story,emotion,Happy
4655,love u bhai plz or motivation video banaye,emotion,Happy
4654,Ap.ki ye video sb se beeeeest h waqai Allah Pak ne in ko izzat deni thi in me talent bhi tha r luck bi achi thi .is se hme sbq mlta h k hm bhi bht kch kr skte he .waqai incredible information reality tv u r the best,emotion,Happy
4653,Bhai aap ki har video bohat interesting hoti hai I'm your new subscriber,emotion,Happy
4652,buhat he achi aur interesting video hai hamaysha se hut kar unique stay blessed,emotion,Happy
4651,Haaaye aj meray ilm me kitna bara izafa ho gya i lOve yOoooou bhai,emotion,Happy
4650,Great video asa achi achi video ore benao,emotion,Happy
4649,I love u bro mujhe aap ki video me bohot bohot bohot Maza aata he,emotion,Happy
4648,wadiejin pa bhi ak video bna na zaror bhi . i love your channel.. ap mara favorite youtuber Ho.......... .,emotion,Happy
4647,i am the biggest fan of reality tv kia mw jan sakta hoo k reality tv ke bananey waley kis countery se hain,emotion,Happy
4646,good work buhat achi video the ap ki video ki achi baat ye hai k information k sath sath pics bhi the aj hi ap k channel ko subscribe bhi kya,emotion,Happy
4645,sb se bhetar aap ke videos me hota he videos ko batane ka tarika jis tarha aap story ko describe krte ho wo kabile tarif he keep it up ur good work sir,emotion,Happy
4644,Thank you bhai mujhe Jan na tha ka mona lisa KOnha apna bata diya main apka videos dekhti hon mujhe bohat acha lagta hain keep it up,emotion,Happy
4643,Wow sir thankx apne Meri request py yeh video banai great kafi information mil li mujhe meny #Mona_Lisa k bare me or bh video Dekhi thi but wo true NH lagi thi mujhe jabi apko bola yeh true lga mujhe,emotion,Happy
4642,thanks thanks thanks u soooooooo much bahi jan ap nay mayri kahii hoi bat puri ki love u man ap ko asy achy achy ideas dayta rahoon ga,emotion,Happy
4641,sir you make amazing videos sir ap tipu sultan ki video upload kre,emotion,Happy
4640,Sab Say Kmaal Video Yaar You Are Great man,emotion,Happy
4639,bhai voice nice a plz bora na lgy to bta dy apka nam kea ha ur age bs itna btay bhai plz ignore na krna plz request u plz ans dy dy,emotion,Happy
4638,omgggggg sir ap ki jitni b tareef karon kam hai..no words to explain.....genius,emotion,Happy
4637,Very good . kab se is video ka intzar tha . shukria,emotion,Happy
4636,Wa AlaikuM AxsaLaM Bhai Ek Bt kehni hai Bhai Hell Mean Jahunnum r hell0 mean Jahunnumi Ap jxt salam kra kren Bhai gunnah nAi kamaya kren wse apki vide0 v.nice thank u,emotion,Happy
4635,am still thinking... just imagine we all were born in th century lol... ho ya without cars without bikes even without cycles and mobile phones life kaise rehti ho gi us waqt.. kaisi life hogi woh.. no fan no light nothing lol ..,emotion,Happy
4634,"Ek ghalti kia ho jae, sab usi ko hy deckthy hai or baki sab jo bahi ne kaha vo sunai nehi dia kia!? Khair ye tho logo ki fitrat hothy hai. Bahi keep it up, bohat information hothy hai ap ki video",emotion,Happy
4633,Imran Khan jitne text le rha h.lg rha hai ke usne yehi painting le kr th shadi krnibye the way this information is amazing,emotion,Happy
4632,i love my qatar from albalochi boy ma baloch hu pak zindabad,emotion,Happy
4631,visualPolitik .EN this video copped from That chanel ...But Very Good Bro ...Q kay hamay samaj to a jati ha na Urdu may,emotion,Happy
4630,nice and wry very informative video Qatar is leye ameer hai q k un ka badshah apni country se sincere hai hamaysha ke tarhan achi video the khush rahain Jazak Allah,emotion,Happy
4629,I love your channel ap to the point bat krty hain .. or bilkul Qatar ki kamyabi ki wajah paisy sahi jaga invest krna thi jo kr agr aj Pakistan me kiya jaey to mulk kaha se kaha pohanch jaey,emotion,Happy
4628,Bahot bhetreen information video nice job continue bhai,emotion,Happy
4627,Bhai aaap ko assalam alikam bhai aap sab sa best ho love from haripur,emotion,Happy
4626,yar Qasam say ap achee ajeeb video ko making karta ho bohat khob yar....very nice,emotion,Happy
4625,Great video..... Sir Barmuda triangle p banye koi ak video....,emotion,Happy
4624,Nice video bro plz wo Kya hai par video banana plz,emotion,Happy
4623,Itne murder krne pe bhi sazae mot nahi di any ways nice video,emotion,Happy
4622,Bro i like ur voice.. Me just apki awaz k liye video dekhta hu,emotion,Happy
4621,Don toh dawood Ibrahim hi hai se wanted hai abhi tak pakda nahi gaya movies bani hai uspar but nice video,emotion,Happy
4620,"Good job "" first video dekhi tumhri axhi lgi ! from (saudi arabi ) !",emotion,Happy
4619,reality tv ap ki all video bohat achi h thanks for sharing knowledge i love it,emotion,Happy
4618,Bhai sabse ziyada apki awaz achche h love you bro,emotion,Happy
4617,"Sir BHT hi great channel Hain, pehly video dehkne k bad hi pasand Aya aur subscribe kia. .aur ab jab b free waqt milta hai tu you tube par apki video dehkta hn. . Keep it up",emotion,Happy
4616,Kaafi mehnat krne ke baad apko ye information Mili hogi god bless you,emotion,Happy
4615,very nice video plz bhai ap mane ek video ka kah tha is per video bana na na plz plz plz,emotion,Happy
4614,very nice video and very informative Brunei ke sultan ka may ne Kafi parha hai par complete information ap ne DE aur hamaysha se hat kar video khush aur abaad rahain aur new year Mubarak sab ko Jazak Allah,emotion,Happy
4613,mai aap ke video aal ke chanal ka fan hun..thank u soo much..aap ke great videos ke liye,emotion,Happy
4612,Assalawalekum sir....mujhe apke videos Bahot ache lagte hai. Great job sir,emotion,Happy
4611,I like your videos and please give information about clash of clans k ye sahi game h ya nahi,emotion,Happy
4610,Aap air channels km tarha gappien nahi marte His baat ka ilm hata hai woohi khte ho Warna kehte ho mjhe confirmnahi you're really a good man,emotion,Happy
4609,Wah bhai Behtreen video aur bht acha topic decide kia...Informative video thi yr...Ok bhai make a video on Hitler (Germany),emotion,Happy
4608,Nice very Nice videos bhai shukreya brother,emotion,Happy
4607,halal kamaai se aik Shadi ho jaye Kafi hai keya faida itna show off karnay ka kitnay gareeb k ghar ban jatay oh may kuch zada he jazbati ho gai anyway nice video stay blessed,emotion,Happy
4606,HOW SWEET YAR BHT AMAZING VIDEO HA BRO,emotion,Happy
4605,"THIS IS THE BEST CHANNEL EVER . MOQTASAR O AHAM NUKAAT AUR ANDAZ E BAYAN ,ABTAK KA BAHOT HE SHAANDAAR O JAANDAAR URDU CHANNEL HAI. KEEP IT UP N JAZAKALLAHU KHAIRAH.",emotion,Happy
4604,ap ko old trees par banai chahai I love your chanel,emotion,Happy
4603,Main ap ki buhat bari fan ho bhai ap buhat achi video banate hai good job,emotion,Happy
4602,"Sallam !! Sir I really like ur reality tv, boht shok sa ap ki videos dekhta hu pls mazeed videos banai like docoumentry types",emotion,Happy
4601,U doing great job man....superb fantastic.... Sylvia likens murder case ki bhi info diga...,emotion,Happy
4600,very impressive video aur hamaysha ke tarhan unique ap ke zamanay ko salam Masha Allah aisay he achi achi video bana kar Sab ko achi achi informative video dekhain Khush rahain ameen,emotion,Happy
4599,ap ne bht axhi video bani ay bro great work,emotion,Happy
4598,Assalam alaikum. Bht hi zabardast video hai sir. Keep it up. Stay blessed. YAROSHELUM or Haikal e SULEMANI pe b video bnaye plz.,emotion,Happy
4597,Great video nd really so information plz aisi videos aur b bnai takai aur information hasil ho,emotion,Happy
4596,Koi duniya pr hukumat nai krskta ye duniya Allah ki hei or wo jese chahe chalaega...nice video...,emotion,Happy
4595,"your videos are very good u give evidence and u prove it that,s why i love it sirf hawaye baatain nahe hoti keep up the good work brother",emotion,Happy
4594,Mashallha Bohat ache jataheho keep it up,emotion,Happy
4593,Ap ki video lajawab hn I'm a great fan of u,emotion,Happy
4592,Good aese jail hone se jurm Kam o jate hen great brother,emotion,Happy
4591,Kya baat hai bhai osm information.. I like you channel..,emotion,Happy
4590,At the end jail jail hi hoti ha chahy kitni hi sahuliyaat hon baki Azadi boht bari Nemat hoti ha.,emotion,Happy
4589,Mai is channel ka fan ban geya hon kamal ki information lekar ate ho ap Mr reality TV you great man,emotion,Happy
